method signature	Jimple statement	suspicious score	ranking	source line	ef	ep	nf	failing tests
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack10 = new java.util.ArrayList	0.0000000000	682	732	0	4	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack11 = staticinvoke <comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>(l0, l1, l2)	0.0000000000	682	733	0	4	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack12 = staticinvoke <comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>(l3, l4, l5)	0.0000000000	682	733	0	2	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack15 = l1 - 1	0.0000000000	682	737	0	1	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack16 = l4 - 1	0.0000000000	682	739	0	1	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack17 = virtualinvoke l7.<java.util.Calendar: boolean after(java.lang.Object)>(l8)	0.0000000000	682	741	0	1	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack18 = new java.text.SimpleDateFormat	0.0000000000	682	743	0	0	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack19 = virtualinvoke l7.<java.util.Calendar: boolean after(java.lang.Object)>(l8)	0.0000000000	682	744	0	0	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack20 = virtualinvoke l7.<java.util.Calendar: java.util.Date getTime()>()	0.0000000000	682	745	0	0	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack21 = virtualinvoke l9.<java.text.SimpleDateFormat: java.lang.String format(java.util.Date)>($stack20)	0.0000000000	682	745	0	0	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	goto [?= staticinvoke <comp5111.assignment.CoverageRuntime: void hit(java.lang.String)>("<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)> ::: 28")]	0.0000000000	682	746	0	0	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	if $stack11 == 0 goto return l6	0.0000000000	682	733	0	4	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	if $stack12 != 0 goto l7 = staticinvoke <java.util.Calendar: java.util.Calendar getInstance()>()	0.0000000000	682	733	0	2	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	if $stack17 == 0 goto $stack18 = new java.text.SimpleDateFormat	0.0000000000	682	741	0	1	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	if $stack19 != 0 goto return l6	0.0000000000	682	744	0	0	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	interfaceinvoke l6.<java.util.List: boolean add(java.lang.Object)>($stack21)	0.0000000000	682	745	0	0	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	l6 = $stack10	0.0000000000	682	732	0	4	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	l7 = staticinvoke <java.util.Calendar: java.util.Calendar getInstance()>()	0.0000000000	682	735	0	1	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	l8 = staticinvoke <java.util.Calendar: java.util.Calendar getInstance()>()	0.0000000000	682	736	0	1	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	l9 = $stack18	0.0000000000	682	743	0	0	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	return l6	0.0000000000	682	734	0	3	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	return l6	0.0000000000	682	742	0	1	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	return l6	0.0000000000	682	748	0	0	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	specialinvoke $stack10.<java.util.ArrayList: void <init>()>()	0.0000000000	682	732	0	4	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	specialinvoke $stack18.<java.text.SimpleDateFormat: void <init>(java.lang.String)>("yyyy-MM-dd")	0.0000000000	682	743	0	0	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	virtualinvoke l7.<java.util.Calendar: void add(int,int)>(5, 1)	0.0000000000	682	746	0	0	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	virtualinvoke l7.<java.util.Calendar: void set(int,int)>(14, 0)	0.0000000000	682	738	0	1	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	virtualinvoke l7.<java.util.Calendar: void set(int,int,int,int,int,int)>(l0, $stack15, l2, 0, 0, 0)	0.0000000000	682	737	0	1	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	virtualinvoke l8.<java.util.Calendar: void set(int,int)>(14, 0)	0.0000000000	682	740	0	1	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	virtualinvoke l8.<java.util.Calendar: void set(int,int,int,int,int,int)>(l3, $stack16, l5, 0, 0, 0)	0.0000000000	682	739	0	1	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: void <init>()>	return	0.0000000000	682	429	0	1	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: void <init>()>	specialinvoke l0.<java.lang.Object: void <init>()>()	0.0000000000	682	429	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack10 = $stack9[l1]	0.0000000000	682	1281	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack11 = $stack10[l2]	0.0000000000	682	1281	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack14 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlace centralPlace>	0.0000000000	682	1281	0	0	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack15 = virtualinvoke $stack14.<comp5111.assignment.cut.Subject$GamePlace: int y()>()	0.0000000000	682	1281	0	0	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack3 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: int size>	0.0000000000	682	1279	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack4 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: int size>	0.0000000000	682	1280	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack7 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlace centralPlace>	0.0000000000	682	1281	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack8 = virtualinvoke $stack7.<comp5111.assignment.cut.Subject$GamePlace: int x()>()	0.0000000000	682	1281	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack9 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	682	1281	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	goto [?= staticinvoke <comp5111.assignment.CoverageRuntime: void hit(java.lang.String)>("<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()> ::: 2")]	0.0000000000	682	1279	0	0	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	goto [?= staticinvoke <comp5111.assignment.CoverageRuntime: void hit(java.lang.String)>("<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()> ::: 5")]	0.0000000000	682	1280	0	0	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	if $stack11 != null goto l2 = l2 + 1	0.0000000000	682	1281	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	if l1 != $stack8 goto $stack9 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	682	1281	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	if l1 >= $stack3 goto return 1	0.0000000000	682	1279	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	if l2 == $stack15 goto l2 = l2 + 1	0.0000000000	682	1281	0	0	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	if l2 >= $stack4 goto l1 = l1 + 1	0.0000000000	682	1280	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	l1 = 0	0.0000000000	682	1279	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	l1 = l1 + 1	0.0000000000	682	1279	0	0	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	l2 = 0	0.0000000000	682	1280	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	l2 = l2 + 1	0.0000000000	682	1280	0	0	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	return 0	0.0000000000	682	1282	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	return 1	0.0000000000	682	1286	0	0	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	$stack10 = $stack9[l1]	0.0000000000	682	1243	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	$stack11 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	682	1244	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	$stack12 = $stack11[l2]	0.0000000000	682	1244	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	$stack15 = virtualinvoke l3.<comp5111.assignment.cut.Subject$GamePlayer: boolean equals(java.lang.Object)>(l4)	0.0000000000	682	1247	0	0	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	$stack5 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: int size>	0.0000000000	682	1241	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	$stack6 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: int size>	0.0000000000	682	1242	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	$stack9 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	682	1243	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	goto [?= staticinvoke <comp5111.assignment.CoverageRuntime: void hit(java.lang.String)>("<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()> ::: 2")]	0.0000000000	682	1241	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	goto [?= staticinvoke <comp5111.assignment.CoverageRuntime: void hit(java.lang.String)>("<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()> ::: 5")]	0.0000000000	682	1242	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	if $stack15 != 0 goto l2 = l2 + 1	0.0000000000	682	1247	0	0	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	if l1 >= $stack5 goto return 1	0.0000000000	682	1241	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	if l2 >= $stack6 goto l1 = l1 + 1	0.0000000000	682	1242	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	if l3 != null goto (branch)	0.0000000000	682	1245	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	if l3 == null goto l2 = l2 + 1	0.0000000000	682	1247	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	if l4 == null goto (branch)	0.0000000000	682	1245	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	l1 = 0	0.0000000000	682	1241	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	l1 = l1 + 1	0.0000000000	682	1241	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	l2 = 0	0.0000000000	682	1242	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	l2 = l2 + 1	0.0000000000	682	1242	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	l3 = $stack10[l2]	0.0000000000	682	1243	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	l4 = $stack12[l1]	0.0000000000	682	1244	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	return 0	0.0000000000	682	1246	0	0	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	return 0	0.0000000000	682	1248	0	0	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	return 1	0.0000000000	682	1251	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack10 = virtualinvoke l1.<comp5111.assignment.cut.Subject$GamePlace: int x()>()	0.0000000000	682	1209	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack11 = $stack9[$stack10]	0.0000000000	682	1209	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack12 = virtualinvoke l1.<comp5111.assignment.cut.Subject$GamePlace: int y()>()	0.0000000000	682	1209	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack13 = $stack11[$stack12]	0.0000000000	682	1209	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack14 = 0	0.0000000000	682	1209	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack14 = 1	0.0000000000	682	1209	0	0	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack2 = virtualinvoke l1.<comp5111.assignment.cut.Subject$GamePlace: int x()>()	0.0000000000	682	1206	0	5	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack3 = virtualinvoke l1.<comp5111.assignment.cut.Subject$GamePlace: int x()>()	0.0000000000	682	1206	0	4	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack4 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: int size>	0.0000000000	682	1206	0	4	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack6 = virtualinvoke l1.<comp5111.assignment.cut.Subject$GamePlace: int y()>()	0.0000000000	682	1206	0	3	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack7 = virtualinvoke l1.<comp5111.assignment.cut.Subject$GamePlace: int y()>()	0.0000000000	682	1206	0	2	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack8 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: int size>	0.0000000000	682	1206	0	2	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack9 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	682	1209	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	goto [?= return $stack14]	0.0000000000	682	1209	0	0	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	if $stack13 == null goto $stack14 = 0	0.0000000000	682	1209	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	if $stack2 < 0 goto return 1	0.0000000000	682	1206	0	5	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	if $stack3 >= $stack4 goto return 1	0.0000000000	682	1206	0	4	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	if $stack6 < 0 goto return 1	0.0000000000	682	1206	0	3	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	if $stack7 < $stack8 goto $stack9 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	682	1206	0	2	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	return $stack14	0.0000000000	682	1209	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	return 1	0.0000000000	682	1207	0	4	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack10 = virtualinvoke $stack9.<java.lang.Object: java.lang.Object clone()>()	0.0000000000	682	1108	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack11 = (comp5111.assignment.cut.Subject$GamePlayer[][]) $stack10	0.0000000000	682	1108	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack12 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: int size>	0.0000000000	682	1109	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack13 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlace centralPlace>	0.0000000000	682	1113	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack14 = virtualinvoke $stack13.<comp5111.assignment.cut.Subject$GamePlace: comp5111.assignment.cut.Subject$GamePlace clone()>()	0.0000000000	682	1113	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack15 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	682	1110	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack16 = $stack15[l2]	0.0000000000	682	1110	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack17 = l1.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	682	1110	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack17[l2] = $stack19	0.0000000000	682	1110	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack18 = virtualinvoke $stack16.<java.lang.Object: java.lang.Object clone()>()	0.0000000000	682	1110	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack19 = (comp5111.assignment.cut.Subject$GamePlayer[]) $stack18	0.0000000000	682	1110	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack20 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	682	1111	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack21 = l1.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	682	1111	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack22 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: int size>	0.0000000000	682	1111	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack23 = $stack21[l2]	0.0000000000	682	1111	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack24 = $stack20[l2]	0.0000000000	682	1111	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack27 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[] players>	0.0000000000	682	1106	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack28 = $stack27[l2]	0.0000000000	682	1106	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack29 = l1.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[] players>	0.0000000000	682	1106	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack29[l2] = $stack30	0.0000000000	682	1106	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack3 = specialinvoke l0.<java.lang.Object: java.lang.Object clone()>()	0.0000000000	682	1103	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack30 = virtualinvoke $stack28.<comp5111.assignment.cut.Subject$GamePlayer: comp5111.assignment.cut.Subject$GamePlayer clone()>()	0.0000000000	682	1106	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack4 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[] players>	0.0000000000	682	1104	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack5 = virtualinvoke $stack4.<java.lang.Object: java.lang.Object clone()>()	0.0000000000	682	1104	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack6 = (comp5111.assignment.cut.Subject$GamePlayer[]) $stack5	0.0000000000	682	1104	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack7 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[] players>	0.0000000000	682	1105	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack8 = lengthof $stack7	0.0000000000	682	1105	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack9 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	682	1108	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	goto [?= staticinvoke <comp5111.assignment.CoverageRuntime: void hit(java.lang.String)>("<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()> ::: 23")]	0.0000000000	682	1109	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	goto [?= staticinvoke <comp5111.assignment.CoverageRuntime: void hit(java.lang.String)>("<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()> ::: 8")]	0.0000000000	682	1105	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	if l2 >= $stack12 goto $stack13 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlace centralPlace>	0.0000000000	682	1109	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	if l2 >= $stack8 goto $stack9 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	682	1105	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	l1 = (comp5111.assignment.cut.Subject$GameConfiguration) $stack3	0.0000000000	682	1103	0	1	8	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	l1.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlace centralPlace> = $stack14	0.0000000000	682	1113	0	1	8	
